Protein,BINCODE,NAME,mean
eucgr.e01024.1.p,_20.2.1_,'stress.abiotic.heat',1.96172325331421e-11
eucgr.e01027.2.p,_3.2.4_,'minor CHO metabolism.trehalose.trehalase',2.84778592619183e-12
eucgr.e01064.1.p,_26.11_,'misc.alcohol dehydrogenases',2.01536193945234e-12
eucgr.e01068.4.p,_2.1.2.2_,'major CHO metabolism.synthesis.starch.starch synthase',8.68111673110473e-12
eucgr.e01069.2.p,_8.1.1.1_,'TCA / org transformation.TCA.pyruvate DH.E1',3.09945075956072e-12
eucgr.e01104.1.p,_16.2.1.10_,'secondary metabolism.phenylpropanoids.lignin biosynthesis.CAD',7.40902838827238e-12
eucgr.e01110.2.p,_16.2.1.10_,'secondary metabolism.phenylpropanoids.lignin biosynthesis.CAD',1.34416466760186e-12
eucgr.e01117.5.p,_16.2.1.10_,'secondary metabolism.phenylpropanoids.lignin biosynthesis.CAD',3.44798253745592e-12
eucgr.e01119.5.p,_16.2.1.10_,'secondary metabolism.phenylpropanoids.lignin biosynthesis.CAD',2.90844262669366e-11
eucgr.e01144.1.p,_17.1.1.1.10_,'hormone metabolism.abscisic acid.synthesis-degradation.synthesis.9-cis-epoxycarotenoid dioxygenase',1.11643436940991e-11
eucgr.e01212.1.p,"_2.2.2.1_, _26.3.1_","'major CHO metabolism.degradation.starch.starch cleavage', 'misc.gluco-, galacto- and mannosidases.alpha-galactosidase'",4.82313680029239e-12
eucgr.e01244.1.p,"_16.8.4_, _16.8.4.2_, _20.1_, _26.2_","'secondary metabolism.flavonoids.flavonols', 'secondary metabolism.flavonoids.flavonols.flavonol 3-O-glycosyltransferase', 'stress.biotic', 'misc.UDP glucosyl and glucoronyl transferases'",1.69129596707292e-12
eucgr.e01246.1.p,"_16.8.4_, _17.4.1_, _20.1_, _26.2_","'secondary metabolism.flavonoids.flavonols', 'hormone metabolism.cytokinin.synthesis-degradation', 'stress.biotic', 'misc.UDP glucosyl and glucoronyl transferases'",2.72237166754885e-12
eucgr.e01259.1.p,_35.1_,'not assigned.no ontology',1.82115329083131e-11
eucgr.e01261.1.p,_1.3.12_,'PS.calvin cycle.PRK',3.24069705395368e-10
eucgr.e01312.2.p,_16.1.2.5_,'secondary metabolism.isoprenoids.mevalonate pathway.phosphomevalonate kinase',4.04646664636112e-13
eucgr.e01322.1.p,_34.18.1_,'transport.unspecified anions.arsenite-transporting ATPase',1.02061416235429e-12
eucgr.e01334.1.p,_27.3.99_,'RNA.regulation of transcription.unclassified',2.2024069954091e-12
eucgr.e01392.1.p,"_20.1_, _30.2.15_","'stress.biotic', 'signalling.receptor kinases.thaumatin like'",2.40856506838511e-12
eucgr.e01416.1.p,_29.5.11.20_,'protein.degradation.ubiquitin.proteasom',6.25874514229521e-12
eucgr.e01438.4.p,_16.8.3.1_,'secondary metabolism.flavonoids.dihydroflavonols.dihydroflavonol 4-reductase',5.49072892188851e-12
eucgr.e01445.1.p,_13.2.2.3_,'amino acid metabolism.degradation.glutamate family.arginine',4.1067778212654e-12
eucgr.e01551.1.p,_35.2_,'not assigned.unknown',9.76140762729598e-12
eucgr.e01634.1.p,_11.3.1_,'lipid metabolism.Phospholipid synthesis.1-acylglycerol-3-phosphate O-acyltransferase',6.0187537471803e-12
eucgr.e01663.3.p,_29.2.3_,'protein.synthesis.initiation',4.20982789729163e-13
eucgr.e01702.1.p,_9.9_,'mitochondrial electron transport / ATP synthesis.F1-ATPase',1.03630082897163e-11
eucgr.e01706.1.p,_11.1.12_,'lipid metabolism.FA synthesis and FA elongation.ACP protein',7.34069023733688e-13
eucgr.e01713.1.p,_8.2.10_,'TCA / org transformation.other organic acid transformatons.malic',6.47717197462379e-12
eucgr.e01729.1.p,_13.2.6.3_,'amino acid metabolism.degradation.aromatic aa.tryptophan',1.23060177744037e-12
eucgr.e01768.1.p,_33.99_,'development.unspecified',8.51919513129657e-13
eucgr.e01779.1.p,_30.3_,'signalling.calcium',1.43330050105769e-11
eucgr.e01881.1.p,_3.4.5_,'minor CHO metabolism.myo-inositol.inositol phosphatase',6.77022283031925e-12
eucgr.e01926.2.p,_30.5_,'signalling.G-proteins',3.0780135996276e-12
eucgr.e02058.2.p,_35.2_,'not assigned.unknown',2.08142718443112e-11
eucgr.e02381.1.p,_1.1.1.1_,'PS.lightreaction.photosystem II.LHC-II',3.88246824027873e-10
eucgr.e02392.1.p,_35.1_,'not assigned.no ontology',1.57500499132391e-11
eucgr.e02408.1.p,_13.2.2.3_,'amino acid metabolism.degradation.glutamate family.arginine',1.40268463744165e-12
eucgr.e02420.1.p,_1.2.2_,'PS.photorespiration.glycolate oxydase',7.98083911513208e-11
eucgr.e02458.1.p,_16.4.1_,'secondary metabolism.N misc.alkaloid-like',1.39175822463103e-12
eucgr.e02476.2.p,_34.16_,'transport.ABC transporters and multidrug resistance systems',9.01027193428345e-13
eucgr.e02712.1.p,_35.2_,'not assigned.unknown',4.44590063544838e-12
eucgr.e02747.1.p,_30.7_,'signalling.14-3-3 proteins',9.97042180329301e-12
eucgr.e02761.1.p,_29.6_,'protein.folding',4.55607485340458e-12
eucgr.e02785.2.p,_30.11_,'signalling.light',1.75833423780772e-11
eucgr.e02882.1.p,"_16.8.3_, _16.8.4_","'secondary metabolism.flavonoids.dihydroflavonols', 'secondary metabolism.flavonoids.flavonols'",5.47582051296632e-13
eucgr.e02909.1.p,_23.1.2.30_,'nucleotide metabolism.synthesis.purine.IMP dehydrogenase',1.55362658987064e-12
eucgr.e02951.1.p,"_16.8.4.2_, _26.2_","'secondary metabolism.flavonoids.flavonols.flavonol 3-O-glycosyltransferase', 'misc.UDP glucosyl and glucoronyl transferases'",2.20819394963168e-12
eucgr.e02952.1.p,_28.99_,'DNA.unspecified',1.77638447118294e-12
eucgr.e02953.1.p,_28.99_,'DNA.unspecified',1.32525931020062e-11
eucgr.e03242.1.p,"_2.2.2.6_, _34.8_","'major CHO metabolism.degradation.starch.transporter', 'transport.metabolite transporters at the envelope membrane'",5.65609061255229e-11
eucgr.e03294.1.p,_29.5.9_,'protein.degradation.AAA type',1.41214709120273e-12
eucgr.e03299.1.p,_29.2.1.2.1.18_,'protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S18',1.80360633419334e-12
eucgr.e03312.1.p,_4.3.12_,'glycolysis.unclear/dually targeted.phosphoglycerate mutase',1.41563078562376e-12
eucgr.e03349.1.p,_35.2_,'not assigned.unknown',2.28710455404687e-12
eucgr.e03370.2.p,_34.99_,'transport.misc',4.55137400602539e-12
eucgr.e03447.1.p,_25.5_,'C1-metabolism.Methylenetetrahydrofolate dehydrogenase & Methenyltetrahydrofolate cyclohydrolase',4.57120617686747e-13
eucgr.e03474.1.p,_30.3_,'signalling.calcium',1.19392574270071e-12
eucgr.e03517.2.p,_35.2_,'not assigned.unknown',1.65108076528745e-12
eucgr.e03524.1.p,_2.1.1.1_,'major CHO metabolism.synthesis.sucrose.SPS',1.60439061590604e-12
eucgr.e03613.1.p,_33.99_,'development.unspecified',2.72286458328143e-12
eucgr.e03674.1.p,_20.2.99_,'stress.abiotic.unspecified',7.37282336485687e-13
eucgr.e03676.1.p,_29.2.1.2.1.27_,'protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S27',1.80959515230496e-11
eucgr.e03767.1.p,"_20_, _30.2.17_","'stress', 'signalling.receptor kinases.DUF 26'",2.73030863782701e-12
eucgr.e03793.1.p,_2.1.2.1_,'major CHO metabolism.synthesis.starch.AGPase',9.26371634383019e-13
eucgr.e03807.1.p,_9.2.1.2_,'mitochondrial electron transport / ATP synthesis.NADH-DH.type II.external',5.38737998990491e-12
eucgr.e03836.1.p,_16.1.2.9_,'secondary metabolism.isoprenoids.mevalonate pathway.farnesyl pyrophosphate synthetase',3.31273521217933e-12
eucgr.e03838.1.p,_35.1_,'not assigned.no ontology',1.23922782651187e-13
eucgr.e03846.1.p,_10.2.1_,'cell wall.cellulose synthesis.cellulose synthase',1.01939029502526e-12
eucgr.e03859.1.p,_34.13_,'transport.peptides and oligopeptides',1.38780248530131e-12
eucgr.e03887.1.p,_35.2_,'not assigned.unknown',3.28819347320275e-12
eucgr.e03909.1.p,_13.2.5.2_,'amino acid metabolism.degradation.serine-glycine-cysteine group.glycine',8.52376686219068e-11
eucgr.e03917.1.p,_3.4.5_,'minor CHO metabolism.myo-inositol.inositol phosphatase',5.38646930242816e-12
eucgr.e03923.1.p,_29.5.3_,'protein.degradation.cysteine protease',1.22865948134511e-12
eucgr.e03957.1.p,_26.22_,'misc.short chain dehydrogenase/reductase (SDR)',4.97828641162119e-13
eucgr.e03977.1.p,_17.5.1.2_,'hormone metabolism.ethylene.synthesis-degradation.1-aminocyclopropane-1-carboxylate oxidase',2.68516641239119e-12
eucgr.e03981.1.p,_31.1_,'cell.organisation',3.71645145237248e-11
eucgr.e03983.1.p,_4.1.5_,'glycolysis.cytosolic branch.pyrophosphate-fructose-6-P phosphotransferase',5.1844716208657e-12
eucgr.e03986.2.p,_29.5_,'protein.degradation',1.30741280760681e-12
eucgr.e03997.1.p,_29.1.4_,'protein.aa activation.leucine-tRNA ligase',2.76445368303398e-12
eucgr.e04000.1.p,_35.1_,'not assigned.no ontology',6.17582929771416e-13
eucgr.e04053.1.p,_1.1.4.4_,'PS.lightreaction.ATP synthase.gamma chain',2.24807454609526e-10
eucgr.e04076.1.p,_29.8_,'protein.assembly and cofactor ligation',1.30022515326745e-12
eucgr.e04113.1.p,_34.2_,'transport.sugars',1.47443119855666e-12
eucgr.e04226.1.p,_3.1.2.2_,'minor CHO metabolism.raffinose family.raffinose synthases.putative',4.57067622064988e-12
eucgr.e04238.1.p,_27.3.99_,'RNA.regulation of transcription.unclassified',4.28832180115073e-12
eucgr.e04250.1.p,_21.99_,'redox.misc',3.53948731895028e-12
eucgr.e04251.1.p,_29.4_,'protein.postranslational modification',5.87954153910204e-12
eucgr.e04293.1.p,_31.4_,'cell.vesicle transport',2.70271542719675e-12
eucgr.e04296.1.p,_31.4_,'cell.vesicle transport',4.7220609907636e-12
eucgr.e04317.3.p,_35.1_,'not assigned.no ontology',4.39771347420185e-13
eucgr.e04322.1.p,_29.8_,'protein.assembly and cofactor ligation',3.2017753854683e-11
eucgr.f00011.1.p,_33.1_,'development.storage proteins',1.37907329282034e-12
eucgr.f00026.5.p,_29.5_,'protein.degradation',5.64367364658e-12
eucgr.f00027.1.p,_29.5_,'protein.degradation',8.35610036384016e-12
eucgr.f00034.1.p,_29.5.5_,'protein.degradation.serine protease',2.43585955897774e-12
eucgr.f00118.3.p,_29.4_,'protein.postranslational modification',2.32519744631396e-12
eucgr.f00121.1.p,_29.5.1_,'protein.degradation.subtilases',6.42962061715909e-13
eucgr.f00129.1.p,_33.99_,'development.unspecified',9.09140649323044e-12
eucgr.f00173.1.p,"_16.5.1.1.3.4_, _26.10_","'secondary metabolism.sulfur-containing.glucosinolates.synthesis.indole.cytochrome P450 monooxygenase', 'misc.cytochrome P450'",6.21309709544007e-13
eucgr.f00183.2.p,_35.1_,'not assigned.no ontology',4.33956672577953e-13
eucgr.f00184.2.p,_29.5.3_,'protein.degradation.cysteine protease',1.08328388614709e-11
eucgr.f00206.1.p,_29.5.1_,'protein.degradation.subtilases',1.71913664276726e-12
eucgr.f00208.1.p,_29.5.1_,'protein.degradation.subtilases',2.1391698822472e-12
eucgr.f00228.1.p,_1.1.2.1_,'PS.lightreaction.photosystem I.LHC-I',7.55550183294502e-12
eucgr.f00243.1.p,_35.2_,'not assigned.unknown',4.96004068373e-12
eucgr.f00246.1.p,"_11.9.4.5_, _24_","'lipid metabolism.lipid degradation.beta-oxidation.acyl-CoA thioesterase', 'Biodegradation of Xenobiotics'",3.14095120392431e-12
eucgr.f00250.1.p,_11.9.3.2_,'lipid metabolism.lipid degradation.lysophospholipases.carboxylesterase',1.34270606448324e-12
eucgr.f00306.2.p,_13.1.3.4.12_,'amino acid metabolism.synthesis.aspartate family.methionine.homocysteine S-methyltransferase',5.05295500617365e-12
eucgr.f00328.4.p,_29.4_,'protein.postranslational modification',4.85184632772159e-13
eucgr.f00330.3.p,_30.7_,'signalling.14-3-3 proteins',5.09820874954397e-12
eucgr.f00353.1.p,"_17.4.1_, _26.2_","'hormone metabolism.cytokinin.synthesis-degradation', 'misc.UDP glucosyl and glucoronyl transferases'",1.44612513054033e-12
eucgr.f00366.2.p,_13.1.6.1.1_,'amino acid metabolism.synthesis.aromatic aa.chorismate.3-deoxy-D-arabino-heptulosonate 7-phosphate synthase',1.25571229016297e-12
eucgr.f00368.1.p,_29.2.1.2.1.6_,'protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S6',5.59499314723654e-12
eucgr.f00370.2.p,_30.7_,'signalling.14-3-3 proteins',1.40696346895364e-11
eucgr.f00372.1.p,_29.1.11_,'protein.aa activation.serine-tRNA ligase',1.57134933356119e-12
eucgr.f00373.1.p,_21.2.1_,'redox.ascorbate and glutathione.ascorbate',2.73174914409366e-11
eucgr.f00458.1.p,_4.1.12_,'glycolysis.cytosolic branch.phosphoglycerate mutase',2.68305371069086e-13
eucgr.f00470.1.p,_31.1.1.2_,'cell.organisation.cytoskeleton.mikrotubuli',1.09038775089903e-12
eucgr.f00471.1.p,_3.7_,'minor CHO metabolism.sugar kinases',4.97051775358736e-12
eucgr.f00484.1.p,_11.1.1.1_,'lipid metabolism.FA synthesis and FA elongation.Acetyl CoA Carboxylation.homomeric Enzyme',2.08451756200112e-12
eucgr.f00601.3.p,_29.6_,'protein.folding',1.63648952683087e-12
eucgr.f00627.1.p,_29.2.1.2.1.8_,'protein.synthesis.ribosomal protein.eukaryotic.40S subunit.S8',8.65305618138417e-12
eucgr.f00722.2.p,_27.3.99_,'RNA.regulation of transcription.unclassified',3.42582424138716e-13
eucgr.f00723.1.p,_35.1_,'not assigned.no ontology',3.19769504429319e-12
eucgr.f00742.1.p,_13.1.7.4_,'amino acid metabolism.synthesis.histidine.N'-5'-phosphoribosyl-formimino-5-aminoimidazole-4-carboxamide ribonucleotide isomerase',1.76084022662853e-12
eucgr.f00938.1.p,_20.1.7_,'stress.biotic.PR-proteins',1.28617038728052e-12
eucgr.f00969.2.p,_34.8_,'transport.metabolite transporters at the envelope membrane',1.62484261981269e-12
eucgr.f00997.1.p,_1.1.1.2_,'PS.lightreaction.photosystem II.PSII polypeptide subunits',2.01340932668751e-12
eucgr.f01001.1.p,_28.1.3.2.1_,'DNA.synthesis/chromatin structure.histone.core.H2A',3.98959739378559e-12
eucgr.f01066.1.p,_29.5.11.5_,'protein.degradation.ubiquitin.ubiquitin protease',2.85511936772714e-12
eucgr.f01067.3.p,_1.1.3_,'PS.lightreaction.cytochrome b6/f',5.95101843062083e-12
eucgr.f01077.1.p,_1.1.1.1_,'PS.lightreaction.photosystem II.LHC-II',6.57291288076309e-11
eucgr.f01089.1.p,_31.3.1_,'cell.cycle.peptidylprolyl isomerase',4.50316579031708e-12
eucgr.f01098.1.p,_19.14_,'tetrapyrrole synthesis.protochlorophyllide reductase',3.89837587362187e-12
eucgr.f01118.1.p,_10.1.12.4_,'cell wall.precursor synthesis.KDO pathway.CMP-KDO Synthetase',1.76639151642801e-12
eucgr.f01141.1.p,_29.5.11.20_,'protein.degradation.ubiquitin.proteasom',4.42521447932148e-13
eucgr.f01149.2.p,_3.5_,'minor CHO metabolism.others',5.56342247093924e-12
eucgr.f01151.1.p,_26.19_,'misc.plastocyanin-like',4.51268853284037e-13
eucgr.f01167.2.p,_29.2.1.1.1.1.20_,'protein.synthesis.ribosomal protein.prokaryotic.chloroplast.30S subunit.S20',9.66509088013313e-12
eucgr.f01173.2.p,"_27.3.99_, _28.99_","'RNA.regulation of transcription.unclassified', 'DNA.unspecified'",2.72149585399859e-12
eucgr.f01178.1.p,_35.2_,'not assigned.unknown',1.64614407933487e-12
eucgr.f01180.1.p,_35.1_,'not assigned.no ontology',1.94130507377654e-12
eucgr.f01183.1.p,_30.5_,'signalling.G-proteins',7.45361743329475e-12
eucgr.f01185.1.p,_13.2.6.2_,'amino acid metabolism.degradation.aromatic aa.tyrosine',1.70185296621892e-12
eucgr.f01206.1.p,_29.5.7_,'protein.degradation.metalloprotease',3.86447503201111e-11
eucgr.f01209.1.p,_8.1.9_,'TCA / org transformation.TCA.malate DH',1.39508512381009e-11
eucgr.f01217.3.p,_27.4_,'RNA.RNA binding',4.21270590568473e-12
eucgr.f01219.1.p,_35.1_,'not assigned.no ontology',6.61348059969715e-12
eucgr.f01221.4.p,_35.1_,'not assigned.no ontology',2.17465693931704e-11
eucgr.f01222.2.p,_35.1_,'not assigned.no ontology',6.99331875216501e-12
eucgr.f01229.1.p,_4.1.15_,'glycolysis.cytosolic branch.phospho-enol-pyruvate carboxylase (PEPC)',1.64661972690176e-11
eucgr.f01231.1.p,_3.1.2.2_,'minor CHO metabolism.raffinose family.raffinose synthases.putative',4.36015458164685e-12
eucgr.f01243.1.p,_17.5.3_,'hormone metabolism.ethylene.induced-regulated-responsive-activated',1.16323995415496e-12
eucgr.f01299.1.p,_29.5_,'protein.degradation',1.15766650192914e-12
eucgr.f01365.2.p,_29.2.1.1.1.2.13_,'protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L13',5.15517599148972e-12
eucgr.f01375.3.p,_29.4_,'protein.postranslational modification',4.17385499848543e-12
eucgr.f01378.4.p,_16.8.2_,'secondary metabolism.flavonoids.chalcones',2.0630996947314e-12
eucgr.f01406.2.p,_19.99_,'tetrapyrrole synthesis.unspecified',9.08956095799031e-12
eucgr.f01413.1.p,_1.2.2_,'PS.photorespiration.glycolate oxydase',4.27858380183198e-10
eucgr.f01413.2.p,_1.2.2_,'PS.photorespiration.glycolate oxydase',5.31933986459985e-11
eucgr.f01428.1.p,_26.9_,'misc.glutathione S transferases',6.05673146367838e-11
eucgr.f01437.2.p,_29.2.3_,'protein.synthesis.initiation',3.89595990005846e-12
eucgr.f01447.2.p,_1.1.1.2_,'PS.lightreaction.photosystem II.PSII polypeptide subunits',9.75883350265688e-11
eucgr.f01462.2.p,_29.2.4_,'protein.synthesis.elongation',4.24953650167634e-11
eucgr.f01476.1.p,_1.3.3_,'PS.calvin cycle.phosphoglycerate kinase',8.38200405605112e-10
eucgr.f01506.1.p,_35.2_,'not assigned.unknown',6.20259318694406e-13
eucgr.f01561.2.p,_4.1.3_,'glycolysis.cytosolic branch.glucose-6-phosphate isomerase',1.34715480439712e-11
eucgr.f01584.3.p,_16.8.5.1_,'secondary metabolism.flavonoids.isoflavones.isoflavone reductase',6.20719821145287e-12
eucgr.f01586.1.p,_29.5.11.20_,'protein.degradation.ubiquitin.proteasom',5.80844301533281e-12
eucgr.f01589.1.p,_16.8.3.1_,'secondary metabolism.flavonoids.dihydroflavonols.dihydroflavonol 4-reductase',2.19485134882314e-12
eucgr.f01600.1.p,_29.5.11.20_,'protein.degradation.ubiquitin.proteasom',5.62647450364506e-12
eucgr.f01604.3.p,_21.1_,'redox.thioredoxin',8.35811383141192e-12
eucgr.f01612.1.p,_29.5.3_,'protein.degradation.cysteine protease',1.1749341272246e-11
eucgr.f01620.1.p,_30.3_,'signalling.calcium',1.25625444293343e-12
eucgr.f01637.2.p,_14.1_,'S-assimilation.ATPS',5.20371285221945e-12
eucgr.f01657.1.p,_35.2_,'not assigned.unknown',2.92685206398129e-13
eucgr.f01663.1.p,_31.1.1.2_,'cell.organisation.cytoskeleton.mikrotubuli',6.20153469372026e-12
eucgr.f01666.1.p,_31.3.1_,'cell.cycle.peptidylprolyl isomerase',9.48182074903165e-11
eucgr.f01672.1.p,_29.5.11.4.3.1_,'protein.degradation.ubiquitin.E3.SCF.SKP',1.17553580170047e-12
eucgr.f01691.1.p,_35.2_,'not assigned.unknown',6.18917106771853e-13
eucgr.f01712.2.p,"_10.8.1_, _26.7_","'cell wall.pectin*esterases.PME', 'misc.oxidases - copper, flavone etc'",3.19478380283598e-12
eucgr.f01713.3.p,_29.2.3_,'protein.synthesis.initiation',2.95648185175235e-12
eucgr.f01715.2.p,_26.11_,'misc.alcohol dehydrogenases',2.30252284355238e-12
eucgr.f01770.1.p,_2.1.2.3_,'major CHO metabolism.synthesis.starch.starch branching',1.4074814390284e-11
eucgr.f01775.1.p,_21.6_,'redox.dismutases and catalases',1.21764802833801e-11
eucgr.f01776.1.p,_21.6_,'redox.dismutases and catalases',9.06740650200176e-11
eucgr.f01777.1.p,_21.6_,'redox.dismutases and catalases',7.61157221364426e-12
eucgr.f01789.1.p,"_20.1_, _29.5.11.4.2_","'stress.biotic', 'protein.degradation.ubiquitin.E3.RING'",2.44609046667825e-13
eucgr.f01793.1.p,_1.3.4_,'PS.calvin cycle.GAP',1.64941554102195e-09
eucgr.f01822.1.p,_1.1.1.2_,'PS.lightreaction.photosystem II.PSII polypeptide subunits',7.02407074695272e-12
eucgr.f01823.2.p,_4.1.5_,'glycolysis.cytosolic branch.pyrophosphate-fructose-6-P phosphotransferase',5.59853667158323e-12
eucgr.f01825.1.p,_28.1_,'DNA.synthesis/chromatin structure',8.73260960461462e-13
eucgr.f01853.1.p,_29.5_,'protein.degradation',1.78832494941088e-12
eucgr.f01854.1.p,_21.1_,'redox.thioredoxin',1.82427179416885e-12
eucgr.f01878.1.p,_29.2.1.1.1.2.31_,'protein.synthesis.ribosomal protein.prokaryotic.chloroplast.50S subunit.L31',5.35143733799749e-12
eucgr.f01880.1.p,_13.1.2.3.21_,'amino acid metabolism.synthesis.glutamate family.arginine.ornithine carbamoyltransferase',4.98899546155009e-12
eucgr.f01883.1.p,_9.1.1.5_,'mitochondrial electron transport / ATP synthesis.NADH-DH.complex I.carbonic anhydrase',1.0171895519738e-11
eucgr.f01888.1.p,_34.2_,'transport.sugars',1.94018112771429e-12
eucgr.f01889.1.p,_35.1_,'not assigned.no ontology',8.61565186378224e-13
eucgr.f01905.1.p,_35.1_,'not assigned.no ontology',9.25147439479446e-12
eucgr.f01955.2.p,_35.2_,'not assigned.unknown',2.65872184761418e-12
eucgr.f02001.1.p,_35.2_,'not assigned.unknown',4.9385126693427e-13
eucgr.f02017.1.p,"_1.3.6_, _4.1.10_","'PS.calvin cycle.aldolase', 'glycolysis.cytosolic branch.aldolase'",1.5170768354042e-10
eucgr.f02033.1.p,_27.4_,'RNA.RNA binding',2.74707416524397e-12
eucgr.f02035.1.p,_33.99_,'development.unspecified',2.45297063665855e-12
eucgr.f02061.2.p,_35.2_,'not assigned.unknown',4.36642906166495e-12
eucgr.f02123.2.p,_18_,'Co-factor and vitamine metabolism',1.33084927928335e-12
eucgr.f02124.1.p,_17.1.3_,'hormone metabolism.abscisic acid.induced-regulated-responsive-activated',3.71846432878299e-12
eucgr.f02130.1.p,_30.7_,'signalling.14-3-3 proteins',5.51962446323005e-11
eucgr.f02133.1.p,_4.2.3_,'glycolysis.plastid branch.glucose-6-phosphate isomerase',6.57747588941396e-12
eucgr.f02151.3.p,_13.1.2.3.23_,'amino acid metabolism.synthesis.glutamate family.arginine.argininosuccinate lyase',6.91343648623096e-13
eucgr.f02167.4.p,_1.2.5_,'PS.photorespiration.serine hydroxymethyltransferase',2.75129954374443e-11
eucgr.f02253.1.p,_34.20_,'transport.porins',2.32547817905002e-12
eucgr.f02260.3.p,_23.3.1.1_,'nucleotide metabolism.salvage.phosphoribosyltransferases.aprt',6.28349838759684e-12
