BINCODE	NAME	IDENTIFIER	DESCRIPTION	TYPE
'5.1.9.4.2.1'	'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation.very long chain fatty acid elongation.CER2-type protein'	''	''	
'5.2'	'Lipid metabolism.phospholipid synthesis'	''	''	
'5.2.1'	'Lipid metabolism.phospholipid synthesis.phosphatidic acid'	''	''	
'5.2.1.1'	'Lipid metabolism.phospholipid synthesis.phosphatidic acid.NAD-dependent glycerol-3-phosphate dehydrogenase'	''	''	
'5.2.1.2'	'Lipid metabolism.phospholipid synthesis.phosphatidic acid.glycerol-3-phosphate acyltransferase'	'eucgr.e01634.1.p'	'Lipid metabolism.phospholipid synthesis.phosphatidic acid.glycerol-3-phosphate acyltransferase (original description: none)'	T
'5.2.1.2'	'Lipid metabolism.phospholipid synthesis.phosphatidic acid.glycerol-3-phosphate acyltransferase'	'eucgr.e00228.1.p'	'Lipid metabolism.phospholipid synthesis.phosphatidic acid.glycerol-3-phosphate acyltransferase (original description: none)'	T
'5.2.1.3'	'Lipid metabolism.phospholipid synthesis.phosphatidic acid.1-acylglycerol-3-phosphate O-acyltransferase'	''	''	
'5.2.1.4'	'Lipid metabolism.phospholipid synthesis.phosphatidic acid.diacylglycerol kinase'	''	''	
'5.2.1.5'	'Lipid metabolism.phospholipid synthesis.phosphatidic acid.phosphatidic acid phosphatase'	''	''	
'5.2.2'	'Lipid metabolism.phospholipid synthesis.phosphatidylcholine/-ethanolamine/-serine'	''	''	
'5.2.2.1'	'Lipid metabolism.phospholipid synthesis.phosphatidylcholine/-ethanolamine/-serine.phosphoethanolamine synthesis'	''	''	
'5.2.2.1.1'	'Lipid metabolism.phospholipid synthesis.phosphatidylcholine/-ethanolamine/-serine.phosphoethanolamine synthesis.serine decarboxylase'	''	''	
'5.2.2.1.2'	'Lipid metabolism.phospholipid synthesis.phosphatidylcholine/-ethanolamine/-serine.phosphoethanolamine synthesis.choline/ethanolamine kinase'	''	''	
'5.2.2.2'	'Lipid metabolism.phospholipid synthesis.phosphatidylcholine/-ethanolamine/-serine.CTP:phosphorylethanolamine cytidylyltransferase'	'eucgr.k01317.1.p'	'Lipid metabolism.phospholipid synthesis.phosphatidylcholine/-ethanolamine/-serine.CTP:phosphorylethanolamine cytidylyltransferase (original description: none)'	T
'5.2.2.3'	'Lipid metabolism.phospholipid synthesis.phosphatidylcholine/-ethanolamine/-serine.phosphatidylethanolamine N-methyltransferase'	''	''	
'5.2.2.4'	'Lipid metabolism.phospholipid synthesis.phosphatidylcholine/-ethanolamine/-serine.CTP:phosphorylcholine cytidylyltransferase'	''	''	
'5.2.2.5'	'Lipid metabolism.phospholipid synthesis.phosphatidylcholine/-ethanolamine/-serine.lipid phosphate phosphatase'	'eucgr.b02855.1.p'	'Lipid metabolism.phospholipid synthesis.phosphatidylcholine/-ethanolamine/-serine.lipid phosphate phosphatase (original description: none)'	T
'5.2.2.6'	'Lipid metabolism.phospholipid synthesis.phosphatidylcholine/-ethanolamine/-serine.aminoalcohol phosphotransferase'	''	''	
'5.2.2.7'	'Lipid metabolism.phospholipid synthesis.phosphatidylcholine/-ethanolamine/-serine.acyl-CoA:lysophosphatidylcholine acyltransferase'	''	''	
'5.2.2.8'	'Lipid metabolism.phospholipid synthesis.phosphatidylcholine/-ethanolamine/-serine.N-methylphospholipid methyltransferase'	''	''	
'5.2.2.9'	'Lipid metabolism.phospholipid synthesis.phosphatidylcholine/-ethanolamine/-serine.base-exchange-type phosphatidylserine synthase'	''	''	
'5.2.2.10'	'Lipid metabolism.phospholipid synthesis.phosphatidylcholine/-ethanolamine/-serine.phosphatidylserine decarboxylase activities'	''	''	
'5.2.2.10.1'	'Lipid metabolism.phospholipid synthesis.phosphatidylcholine/-ethanolamine/-serine.phosphatidylserine decarboxylase activities.mitochondrial phosphatidylserine decarboxylase'	''	''	
'5.2.2.10.2'	'Lipid metabolism.phospholipid synthesis.phosphatidylcholine/-ethanolamine/-serine.phosphatidylserine decarboxylase activities.extramitochondrial phosphatidylserine decarboxylase'	''	''	
'5.2.3'	'Lipid metabolism.phospholipid synthesis.phosphatidylinositol/-glycerol'	''	''	
'5.2.3.1'	'Lipid metabolism.phospholipid synthesis.phosphatidylinositol/-glycerol.CDP-diacylglycerol synthase'	''	''	
'5.2.3.2'	'Lipid metabolism.phospholipid synthesis.phosphatidylinositol/-glycerol.phosphatidylinositol synthase'	''	''	
'5.2.3.3'	'Lipid metabolism.phospholipid synthesis.phosphatidylinositol/-glycerol.phosphatidylglycerophosphate synthase'	''	''	
'5.2.3.4'	'Lipid metabolism.phospholipid synthesis.phosphatidylinositol/-glycerol.phosphatidylglycerophosphate phosphatase'	''	''	
'5.2.4'	'Lipid metabolism.phospholipid synthesis.cardiolipin'	''	''	
'5.2.4.1'	'Lipid metabolism.phospholipid synthesis.cardiolipin.cardiolipin synthase'	''	''	
'5.2.4.2'	'Lipid metabolism.phospholipid synthesis.cardiolipin.cardiolipin deacylase'	''	''	
'5.2.4.3'	'Lipid metabolism.phospholipid synthesis.cardiolipin.cardiolipin transacylase'	''	''	
'5.3'	'Lipid metabolism.galactolipid and sulfolipid synthesis'	''	''	
'5.3.1'	'Lipid metabolism.galactolipid and sulfolipid synthesis.monogalactosyldiacylglycerol synthase'	''	''	
'5.3.2'	'Lipid metabolism.galactolipid and sulfolipid synthesis.digalactosyldiacylglycerol synthase'	''	''	
'5.3.3'	'Lipid metabolism.galactolipid and sulfolipid synthesis.plastidial UDP-glucose pyrophosphorylase'	'eucgr.j00183.1.p'	'Lipid metabolism.galactolipid and sulfolipid synthesis.plastidial UDP-glucose pyrophosphorylase (original description: none)'	T
'5.3.4'	'Lipid metabolism.galactolipid and sulfolipid synthesis.UDP-sulfoquinovose synthase'	'eucgr.c00658.2.p'	'Lipid metabolism.galactolipid and sulfolipid synthesis.UDP-sulfoquinovose synthase (original description: none)'	T
'5.3.5'	'Lipid metabolism.galactolipid and sulfolipid synthesis.UDP-sulfoquinovose:DAG sulfoquinovosyltransferase'	''	''	
'5.4'	'Lipid metabolism.triacylglycerol synthesis'	''	''	
'5.4.1'	'Lipid metabolism.triacylglycerol synthesis.diacylglycerol O-acyltransferase'	''	''	
'5.4.2'	'Lipid metabolism.triacylglycerol synthesis.triacylglycerol storage'	''	''	
'5.4.2.1'	'Lipid metabolism.triacylglycerol synthesis.triacylglycerol storage.oleosin'	''	''	
'5.4.2.2'	'Lipid metabolism.triacylglycerol synthesis.triacylglycerol storage.steroleosin'	''	''	
'5.4.2.3'	'Lipid metabolism.triacylglycerol synthesis.triacylglycerol storage.caleosin'	''	''	
'5.5'	'Lipid metabolism.sphingolipid synthesis'	''	''	
'5.5.1'	'Lipid metabolism.sphingolipid synthesis.serine C-palmitoyltransferase complex'	''	''	
'5.5.1.1'	'Lipid metabolism.sphingolipid synthesis.serine C-palmitoyltransferase complex.catalytic subunit 1'	''	''	
'5.5.1.2'	'Lipid metabolism.sphingolipid synthesis.serine C-palmitoyltransferase complex.catalytic subunit 2'	''	''	
'5.5.1.3'	'Lipid metabolism.sphingolipid synthesis.serine C-palmitoyltransferase complex.small regulator subunit'	''	''	
'5.5.2'	'Lipid metabolism.sphingolipid synthesis.ketosphinganine reductase'	''	''	
'5.5.3'	'Lipid metabolism.sphingolipid synthesis.sphingobase hydroxylase'	''	''	
'5.5.4'	'Lipid metabolism.sphingolipid synthesis.delta-4 sphingolipid desaturase'	''	''	
'5.5.5'	'Lipid metabolism.sphingolipid synthesis.ceramide synthase'	''	''	
'5.5.6'	'Lipid metabolism.sphingolipid synthesis.sphingosine transfer protein'	''	''	
'5.5.7'	'Lipid metabolism.sphingolipid synthesis.sphingoid long-chain base kinase'	''	''	
'5.5.8'	'Lipid metabolism.sphingolipid synthesis.sphingoid long-chain base phosphate phosphatase'	''	''	
'5.5.9'	'Lipid metabolism.sphingolipid synthesis.delta-8 sphingolipid desaturase'	''	''	
'5.5.10'	'Lipid metabolism.sphingolipid synthesis.sphingolipid fatty acid 2-hydroxylase'	''	''	
'5.5.11'	'Lipid metabolism.sphingolipid synthesis.ceramide glucosyltransferase'	''	''	
'5.5.12'	'Lipid metabolism.sphingolipid synthesis.ceramidase'	''	''	
'5.5.13'	'Lipid metabolism.sphingolipid synthesis.ceramide kinase'	''	''	
'5.5.14'	'Lipid metabolism.sphingolipid synthesis.inositol phosphorylceramide synthase'	''	''	
'5.5.15'	'Lipid metabolism.sphingolipid synthesis.inositol phosphorylceramide glucuronosyltransferase'	''	''	
'5.5.16'	'Lipid metabolism.sphingolipid synthesis.inositol phosphorylceramide mannosyltransferase'	''	''	
'5.6'	'Lipid metabolism.cutin, suberin and waxes'	''	''	
'5.6.1'	'Lipid metabolism.cutin, suberin and waxes.cuticular lipid formation'	''	''	
'5.6.1.1'	'Lipid metabolism.cutin, suberin and waxes.cuticular lipid formation.fatty acyl omega-hydroxylase'	'eucgr.d01839.1.p'	'Lipid metabolism.cutin, suberin and waxes.cuticular lipid formation.fatty acyl omega-hydroxylase (original description: none)'	T
'5.6.1.2'	'Lipid metabolism.cutin, suberin and waxes.cuticular lipid formation.fatty acyl in-chain hydroxylase'	''	''	
'5.6.1.3'	'Lipid metabolism.cutin, suberin and waxes.cuticular lipid formation.very-long-chain fatty acyl omega-hydroxylase'	''	''	
'5.6.1.4'	'Lipid metabolism.cutin, suberin and waxes.cuticular lipid formation.omega-hydroxy fatty acyl dehydrogenase'	''	''	
'5.6.1.5'	'Lipid metabolism.cutin, suberin and waxes.cuticular lipid formation.CD-type cutin synthase'	'eucgr.h00825.2.p'	'Lipid metabolism.cutin, suberin and waxes.cuticular lipid formation.CD-type cutin synthase (original description: none)'	T
'5.6.1.5'	'Lipid metabolism.cutin, suberin and waxes.cuticular lipid formation.CD-type cutin synthase'	'eucgr.k03589.1.p'	'Lipid metabolism.cutin, suberin and waxes.cuticular lipid formation.CD-type cutin synthase (original description: none)'	T
'5.6.1.6'	'Lipid metabolism.cutin, suberin and waxes.cuticular lipid formation.DCR-type cutin synthase'	'eucgr.k00285.1.p'	'Lipid metabolism.cutin, suberin and waxes.cuticular lipid formation.DCR-type cutin synthase (original description: none)'	T
'5.6.2'	'Lipid metabolism.cutin, suberin and waxes.acyl-reduction pathway'	''	''	
'5.6.2.1'	'Lipid metabolism.cutin, suberin and waxes.acyl-reduction pathway.acyl CoA reductase'	''	''	
'5.6.2.2'	'Lipid metabolism.cutin, suberin and waxes.acyl-reduction pathway.wax ester synthase and diacylglycerol acyltransferase'	''	''	
'5.6.3'	'Lipid metabolism.cutin, suberin and waxes.alkane-forming pathway'	''	''	
'5.6.3.1'	'Lipid metabolism.cutin, suberin and waxes.alkane-forming pathway.CER1-CER3 alkane-forming complex'	''	''	
'5.6.3.1.1'	'Lipid metabolism.cutin, suberin and waxes.alkane-forming pathway.CER1-CER3 alkane-forming complex.CER1 aldehyde decarbonylase component'	''	''	
'5.6.3.1.2'	'Lipid metabolism.cutin, suberin and waxes.alkane-forming pathway.CER1-CER3 alkane-forming complex.CER3 aldehyde-generating component'	''	''	
'5.6.3.1.3'	'Lipid metabolism.cutin, suberin and waxes.alkane-forming pathway.CER1-CER3 alkane-forming complex.Cyt-b5 component'	'eucgr.h00059.1.p'	'Lipid metabolism.cutin, suberin and waxes.alkane-forming pathway.CER1-CER3 alkane-forming complex.Cyt-b5 component (original description: none)'	T
'5.6.3.1.3'	'Lipid metabolism.cutin, suberin and waxes.alkane-forming pathway.CER1-CER3 alkane-forming complex.Cyt-b5 component'	'eucgr.h00800.1.p'	'Lipid metabolism.cutin, suberin and waxes.alkane-forming pathway.CER1-CER3 alkane-forming complex.Cyt-b5 component (original description: none)'	T
'5.6.3.1.3'	'Lipid metabolism.cutin, suberin and waxes.alkane-forming pathway.CER1-CER3 alkane-forming complex.Cyt-b5 component'	'eucgr.a01428.1.p'	'Lipid metabolism.cutin, suberin and waxes.alkane-forming pathway.CER1-CER3 alkane-forming complex.Cyt-b5 component (original description: none)'	T
'5.6.3.2'	'Lipid metabolism.cutin, suberin and waxes.alkane-forming pathway.mid-chain alkane hydroxylase'	''	''	
'5.6.4'	'Lipid metabolism.cutin, suberin and waxes.export'	''	''	
'5.6.4.1'	'Lipid metabolism.cutin, suberin and waxes.export.CER5-type wax lipid exporter'	'eucgr.e02476.2.p'	'Lipid metabolism.cutin, suberin and waxes.export.CER5-type wax lipid exporter (original description: none)'	T
'5.6.4.1'	'Lipid metabolism.cutin, suberin and waxes.export.CER5-type wax lipid exporter'	'eucgr.e00825.1.p'	'Lipid metabolism.cutin, suberin and waxes.export.CER5-type wax lipid exporter (original description: none)'	T
'5.6.4.1'	'Lipid metabolism.cutin, suberin and waxes.export.CER5-type wax lipid exporter'	'eucgr.j00895.1.p'	'Lipid metabolism.cutin, suberin and waxes.export.CER5-type wax lipid exporter (original description: none)'	T
'5.6.4.1'	'Lipid metabolism.cutin, suberin and waxes.export.CER5-type wax lipid exporter'	'eucgr.j00305.3.p'	'Lipid metabolism.cutin, suberin and waxes.export.CER5-type wax lipid exporter (original description: none)'	T
'5.6.4.1'	'Lipid metabolism.cutin, suberin and waxes.export.CER5-type wax lipid exporter'	'eucgr.j00449.1.p'	'Lipid metabolism.cutin, suberin and waxes.export.CER5-type wax lipid exporter (original description: none)'	T
'5.6.4.1'	'Lipid metabolism.cutin, suberin and waxes.export.CER5-type wax lipid exporter'	'eucgr.a00692.2.p'	'Lipid metabolism.cutin, suberin and waxes.export.CER5-type wax lipid exporter (original description: none)'	T
'5.6.4.1'	'Lipid metabolism.cutin, suberin and waxes.export.CER5-type wax lipid exporter'	'eucgr.a02836.1.p'	'Lipid metabolism.cutin, suberin and waxes.export.CER5-type wax lipid exporter (original description: none)'	T
'5.6.4.1'	'Lipid metabolism.cutin, suberin and waxes.export.CER5-type wax lipid exporter'	'eucgr.d02563.1.p'	'Lipid metabolism.cutin, suberin and waxes.export.CER5-type wax lipid exporter (original description: none)'	T
'5.6.4.1'	'Lipid metabolism.cutin, suberin and waxes.export.CER5-type wax lipid exporter'	'eucgr.f04488.1.p'	'Lipid metabolism.cutin, suberin and waxes.export.CER5-type wax lipid exporter (original description: none)'	T
'5.6.4.1'	'Lipid metabolism.cutin, suberin and waxes.export.CER5-type wax lipid exporter'	'eucgr.f03073.1.p'	'Lipid metabolism.cutin, suberin and waxes.export.CER5-type wax lipid exporter (original description: none)'	T
'5.6.4.1'	'Lipid metabolism.cutin, suberin and waxes.export.CER5-type wax lipid exporter'	'eucgr.b02893.1.p'	'Lipid metabolism.cutin, suberin and waxes.export.CER5-type wax lipid exporter (original description: none)'	T
'5.6.4.2'	'Lipid metabolism.cutin, suberin and waxes.export.PEC1 cuticular lipid exporter'	''	''	
'5.6.4.3'	'Lipid metabolism.cutin, suberin and waxes.export.LTPG cuticular lipid transfer accessory factor'	''	''	
'5.7'	'Lipid metabolism.lipid degradation'	''	''	
'5.7.1'	'Lipid metabolism.lipid degradation.triacylglycerol lipase activities'	''	''	
'5.7.1.1'	'Lipid metabolism.lipid degradation.triacylglycerol lipase activities.monoacylglycerol lipase'	'eucgr.g02767.2.p'	'Lipid metabolism.lipid degradation.triacylglycerol lipase activities.monoacylglycerol lipase (original description: none)'	T
'5.7.1.2'	'Lipid metabolism.lipid degradation.triacylglycerol lipase activities.diacyl-/triacylglycerol lipase activities'	''	''	
'5.7.1.2.1'	'Lipid metabolism.lipid degradation.triacylglycerol lipase activities.diacyl-/triacylglycerol lipase activities.Patatin-type triacylglycerol lipase'	''	''	
'5.7.1.2.2'	'Lipid metabolism.lipid degradation.triacylglycerol lipase activities.diacyl-/triacylglycerol lipase activities.LIP-type triacylglycerol lipase'	''	''	
'5.7.2'	'Lipid metabolism.lipid degradation.phospholipase activities'	''	''	
'5.7.2.1'	'Lipid metabolism.lipid degradation.phospholipase activities.phospholipase A1 activities'	''	''	
'5.7.2.1.1'	'Lipid metabolism.lipid degradation.phospholipase activities.phospholipase A1 activities.PC-PLA1-type phospholipase A1'	'eucgr.a01923.1.p'	'Lipid metabolism.lipid degradation.phospholipase activities.phospholipase A1 activities.PC-PLA1-type phospholipase A1 (original description: none)'	T
'5.7.2.1.2'	'Lipid metabolism.lipid degradation.phospholipase activities.phospholipase A1 activities.PA-PLA1-type phospholipase A1'	''	''	
'5.7.2.2'	'Lipid metabolism.lipid degradation.phospholipase activities.phospholipase A2 activities'	''	''	
'5.7.2.2.1'	'Lipid metabolism.lipid degradation.phospholipase activities.phospholipase A2 activities.sPLA2-type phospholipase A2'	''	''	
'5.7.2.2.2'	'Lipid metabolism.lipid degradation.phospholipase activities.phospholipase A2 activities.pPLA2-I-type phospholipase A2'	''	''	
'5.7.2.2.3'	'Lipid metabolism.lipid degradation.phospholipase activities.phospholipase A2 activities.pPLA2-II-type phospholipase A2'	'eucgr.f00011.1.p'	'Lipid metabolism.lipid degradation.phospholipase activities.phospholipase A2 activities.pPLA2-II-type phospholipase A2 (original description: none)'	T
'5.7.2.2.4'	'Lipid metabolism.lipid degradation.phospholipase activities.phospholipase A2 activities.pPLA2-III-type phospholipase A2'	''	''	
'5.7.2.3'	'Lipid metabolism.lipid degradation.phospholipase activities.phospholipase C activities'	''	''	
'5.7.2.3.1'	'Lipid metabolism.lipid degradation.phospholipase activities.phospholipase C activities.nPLC-type phospholipase C'	''	''	
'5.7.2.3.2'	'Lipid metabolism.lipid degradation.phospholipase activities.phospholipase C activities.PI-PLC-type phospholipase C'	'eucgr.g03056.2.p'	'Lipid metabolism.lipid degradation.phospholipase activities.phospholipase C activities.PI-PLC-type phospholipase C (original description: none)'	T
'5.7.2.4'	'Lipid metabolism.lipid degradation.phospholipase activities.phospholipase D activities'	''	''	
'5.7.2.4.1'	'Lipid metabolism.lipid degradation.phospholipase activities.phospholipase D activities.PLD-alpha-type phospholipase D'	'eucgr.f03862.1.p'	'Lipid metabolism.lipid degradation.phospholipase activities.phospholipase D activities.PLD-alpha-type phospholipase D (original description: none)'	T
'5.7.2.4.1'	'Lipid metabolism.lipid degradation.phospholipase activities.phospholipase D activities.PLD-alpha-type phospholipase D'	'eucgr.f03862.2.p'	'Lipid metabolism.lipid degradation.phospholipase activities.phospholipase D activities.PLD-alpha-type phospholipase D (original description: none)'	T
'5.7.2.4.2'	'Lipid metabolism.lipid degradation.phospholipase activities.phospholipase D activities.PLD-beta/gamma-type phospholipase D'	''	''	
