BINCODE,NAME,IDENTIFIER,DESCRIPTION,TYPE
_4.2.9_,'Amino acid metabolism.degradation.methionine','','',
_4.2.9.1_,'Amino acid metabolism.degradation.methionine.methionine gamma-lyase','','',
_5_,'Lipid metabolism','','',
_5.1_,'Lipid metabolism.fatty acid synthesis','','',
_5.1.1_,'Lipid metabolism.fatty acid synthesis.citrate shuttle','','',
_5.1.1.1_,'Lipid metabolism.fatty acid synthesis.citrate shuttle.mitochondrial dicarboxylate transporter','eucgr.j01770.1.p','Lipid metabolism.fatty acid synthesis.citrate shuttle.mitochondrial dicarboxylate transporter (original description: none)',T
_5.1.1.1_,'Lipid metabolism.fatty acid synthesis.citrate shuttle.mitochondrial dicarboxylate transporter','eucgr.b03603.1.p','Lipid metabolism.fatty acid synthesis.citrate shuttle.mitochondrial dicarboxylate transporter (original description: none)',T
_5.1.1.2_,'Lipid metabolism.fatty acid synthesis.citrate shuttle.ATP-dependent citrate lyase complex','','',
_5.1.1.2.1_,'Lipid metabolism.fatty acid synthesis.citrate shuttle.ATP-dependent citrate lyase complex.alpha chain','eucgr.b03307.3.p','Lipid metabolism.fatty acid synthesis.citrate shuttle.ATP-dependent citrate lyase complex.alpha chain (original description: none)',T
_5.1.1.2.1_,'Lipid metabolism.fatty acid synthesis.citrate shuttle.ATP-dependent citrate lyase complex.alpha chain','eucgr.g02039.3.p','Lipid metabolism.fatty acid synthesis.citrate shuttle.ATP-dependent citrate lyase complex.alpha chain (original description: none)',T
_5.1.1.2.2_,'Lipid metabolism.fatty acid synthesis.citrate shuttle.ATP-dependent citrate lyase complex.beta chain','eucgr.h04045.2.p','Lipid metabolism.fatty acid synthesis.citrate shuttle.ATP-dependent citrate lyase complex.beta chain (original description: none)',T
_5.1.1.2.2_,'Lipid metabolism.fatty acid synthesis.citrate shuttle.ATP-dependent citrate lyase complex.beta chain','eucgr.i00055.1.p','Lipid metabolism.fatty acid synthesis.citrate shuttle.ATP-dependent citrate lyase complex.beta chain (original description: none)',T
_5.1.1.3_,'Lipid metabolism.fatty acid synthesis.citrate shuttle.cytosolic NAD-dependent malate dehydrogenase','eucgr.h03047.1.p','Lipid metabolism.fatty acid synthesis.citrate shuttle.cytosolic NAD-dependent malate dehydrogenase (original description: none)',T
_5.1.1.4_,'Lipid metabolism.fatty acid synthesis.citrate shuttle.cytosolic NADP-dependent malic enzyme','eucgr.j02940.3.p','Lipid metabolism.fatty acid synthesis.citrate shuttle.cytosolic NADP-dependent malic enzyme (original description: none)',T
_5.1.1.4_,'Lipid metabolism.fatty acid synthesis.citrate shuttle.cytosolic NADP-dependent malic enzyme','eucgr.c03762.1.p','Lipid metabolism.fatty acid synthesis.citrate shuttle.cytosolic NADP-dependent malic enzyme (original description: none)',T
_5.1.1.4_,'Lipid metabolism.fatty acid synthesis.citrate shuttle.cytosolic NADP-dependent malic enzyme','eucgr.c00609.1.p','Lipid metabolism.fatty acid synthesis.citrate shuttle.cytosolic NADP-dependent malic enzyme (original description: none)',T
_5.1.1.4_,'Lipid metabolism.fatty acid synthesis.citrate shuttle.cytosolic NADP-dependent malic enzyme','eucgr.c01003.3.p','Lipid metabolism.fatty acid synthesis.citrate shuttle.cytosolic NADP-dependent malic enzyme (original description: none)',T
_5.1.1.5_,'Lipid metabolism.fatty acid synthesis.citrate shuttle.mitochondrial pyruvate transporter','eucgr.l01465.1.p','Lipid metabolism.fatty acid synthesis.citrate shuttle.mitochondrial pyruvate transporter (original description: none)',T
_5.1.2_,'Lipid metabolism.fatty acid synthesis.phosphoenolpyruvate translocator','eucgr.b00299.1.p','Lipid metabolism.fatty acid synthesis.phosphoenolpyruvate translocator (original description: none)',T
_5.1.3_,'Lipid metabolism.fatty acid synthesis.acetyl-CoA generation','','',
_5.1.3.1_,'Lipid metabolism.fatty acid synthesis.acetyl-CoA generation.plastidial pyruvate kinase','eucgr.h00506.1.p','Lipid metabolism.fatty acid synthesis.acetyl-CoA generation.plastidial pyruvate kinase (original description: none)',T
_5.1.3.2_,'Lipid metabolism.fatty acid synthesis.acetyl-CoA generation.plastidial pyruvate dehydrogenase complex','','',
_5.1.3.2.1_,'Lipid metabolism.fatty acid synthesis.acetyl-CoA generation.plastidial pyruvate dehydrogenase complex.E1 pyruvate dehydrogenase component','','',
_5.1.3.2.1.1_,'Lipid metabolism.fatty acid synthesis.acetyl-CoA generation.plastidial pyruvate dehydrogenase complex.E1 pyruvate dehydrogenase component.alpha subunit','eucgr.e01069.2.p','Lipid metabolism.fatty acid synthesis.acetyl-CoA generation.plastidial pyruvate dehydrogenase complex.E1 pyruvate dehydrogenase component.alpha subunit (original description: none)',T
_5.1.3.2.1.2_,'Lipid metabolism.fatty acid synthesis.acetyl-CoA generation.plastidial pyruvate dehydrogenase complex.E1 pyruvate dehydrogenase component.beta subunit','','',
_5.1.3.2.2_,'Lipid metabolism.fatty acid synthesis.acetyl-CoA generation.plastidial pyruvate dehydrogenase complex.E2 dihydrolipoamide acetyltransferase component','eucgr.g02332.1.p','Lipid metabolism.fatty acid synthesis.acetyl-CoA generation.plastidial pyruvate dehydrogenase complex.E2 dihydrolipoamide acetyltransferase component (original description: none)',T
_5.1.3.2.3_,'Lipid metabolism.fatty acid synthesis.acetyl-CoA generation.plastidial pyruvate dehydrogenase complex.E3 dihydrolipoamide dehydrogenase component','eucgr.a00348.1.p','Lipid metabolism.fatty acid synthesis.acetyl-CoA generation.plastidial pyruvate dehydrogenase complex.E3 dihydrolipoamide dehydrogenase component (original description: none)',T
_5.1.3.3_,'Lipid metabolism.fatty acid synthesis.acetyl-CoA generation.acetyl-CoA synthetase','eucgr.g01905.1.p','Lipid metabolism.fatty acid synthesis.acetyl-CoA generation.acetyl-CoA synthetase (original description: none)',T
_5.1.3.4_,'Lipid metabolism.fatty acid synthesis.acetyl-CoA generation.malonyl-CoA decarboxylase','','',
_5.1.4_,'Lipid metabolism.fatty acid synthesis.acetyl-CoA carboxylation','','',
_5.1.4.1_,'Lipid metabolism.fatty acid synthesis.acetyl-CoA carboxylation.monomeric acetyl-CoA carboxylase','eucgr.f00484.1.p','Lipid metabolism.fatty acid synthesis.acetyl-CoA carboxylation.monomeric acetyl-CoA carboxylase (original description: none)',T
_5.1.4.2_,'Lipid metabolism.fatty acid synthesis.acetyl-CoA carboxylation.polymeric acetyl-CoA carboxylase complex','','',
_5.1.4.2.1_,'Lipid metabolism.fatty acid synthesis.acetyl-CoA carboxylation.polymeric acetyl-CoA carboxylase complex.carboxyltransferase alpha subunit','eucgr.b02769.1.p','Lipid metabolism.fatty acid synthesis.acetyl-CoA carboxylation.polymeric acetyl-CoA carboxylase complex.carboxyltransferase alpha subunit (original description: none)',T
_5.1.4.2.2_,'Lipid metabolism.fatty acid synthesis.acetyl-CoA carboxylation.polymeric acetyl-CoA carboxylase complex.carboxyltransferase beta subunit','tr|t1qlc4|t1qlc4_eucgl','Lipid metabolism.fatty acid synthesis.acetyl-CoA carboxylation.polymeric acetyl-CoA carboxylase complex.carboxyltransferase beta subunit (original description: none)',T
_5.1.4.2.3_,'Lipid metabolism.fatty acid synthesis.acetyl-CoA carboxylation.polymeric acetyl-CoA carboxylase complex.biotin carboxyl carrier subunit','eucgr.b01425.1.p','Lipid metabolism.fatty acid synthesis.acetyl-CoA carboxylation.polymeric acetyl-CoA carboxylase complex.biotin carboxyl carrier subunit (original description: none)',T
_5.1.4.2.4_,'Lipid metabolism.fatty acid synthesis.acetyl-CoA carboxylation.polymeric acetyl-CoA carboxylase complex.biotin carboxylase subunit','eucgr.c02177.1.p','Lipid metabolism.fatty acid synthesis.acetyl-CoA carboxylation.polymeric acetyl-CoA carboxylase complex.biotin carboxylase subunit (original description: none)',T
_5.1.4.3_,'Lipid metabolism.fatty acid synthesis.acetyl-CoA carboxylation.acetyl-CoA carboxylase regulator (BADC)','eucgr.g03100.1.p','Lipid metabolism.fatty acid synthesis.acetyl-CoA carboxylation.acetyl-CoA carboxylase regulator (BADC) (original description: none)',T
_5.1.5_,'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system','','',
_5.1.5.1_,'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.acyl carrier protein (ptACP)','eucgr.h03474.1.p','Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.acyl carrier protein (ptACP) (original description: none)',T
_5.1.5.1_,'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.acyl carrier protein (ptACP)','eucgr.b01262.2.p','Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.acyl carrier protein (ptACP) (original description: none)',T
_5.1.5.1_,'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.acyl carrier protein (ptACP)','eucgr.g01960.3.p','Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.acyl carrier protein (ptACP) (original description: none)',T
_5.1.5.2_,'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.ketoacyl-ACP synthase activities','','',
_5.1.5.2.1_,'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.ketoacyl-ACP synthase activities.ketoacyl-ACP synthase I','eucgr.d00305.2.p','Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.ketoacyl-ACP synthase activities.ketoacyl-ACP synthase I (original description: none)',T
_5.1.5.2.2_,'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.ketoacyl-ACP synthase activities.ketoacyl-ACP synthase II','eucgr.c03291.2.p','Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.ketoacyl-ACP synthase activities.ketoacyl-ACP synthase II (original description: none)',T
_5.1.5.2.3_,'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.ketoacyl-ACP synthase activities.ketoacyl-ACP synthase III','','',
_5.1.5.3_,'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.hydroxyacyl-ACP dehydratase (ptHD)','eucgr.i02676.1.p','Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.hydroxyacyl-ACP dehydratase (ptHD) (original description: none)',T
_5.1.5.4_,'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.ketoacyl-ACP reductase','eucgr.h04666.1.p','Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.ketoacyl-ACP reductase (original description: none)',T
_5.1.5.4_,'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.ketoacyl-ACP reductase','eucgr.b03460.3.p','Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.ketoacyl-ACP reductase (original description: none)',T
_5.1.5.5_,'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.enoyl-ACP reductase','eucgr.a02448.1.p','Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.enoyl-ACP reductase (original description: none)',T
_5.1.5.5_,'Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.enoyl-ACP reductase','eucgr.b02592.1.p','Lipid metabolism.fatty acid synthesis.plastidial Type II fatty acid synthase (ptFAS) system.enoyl-ACP reductase (original description: none)',T
_5.1.6_,'Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system','','',
_5.1.6.1_,'Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system.acyl carrier protein (mtACP)','eucgr.e01706.1.p','Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system.acyl carrier protein (mtACP) (original description: none)',T
_5.1.6.2_,'Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system.phosphopantetheinyl transferase (mtPPT)','','',
_5.1.6.3_,'Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system.malonyl-CoA synthetase (mtMCS)','eucgr.j02955.1.p','Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system.malonyl-CoA synthetase (mtMCS) (original description: none)',T
_5.1.6.4_,'Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system.malonyl-CoA:ACP transacylase','eucgr.j01859.1.p','Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system.malonyl-CoA:ACP transacylase (original description: none)',T
_5.1.6.5_,'Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system.ketoacyl-ACP synthase (mtKAS)','','',
_5.1.6.6_,'Lipid metabolism.fatty acid synthesis.mitochondrial Type II fatty acid synthase (mtFAS) system.hydroxyacyl-ACP dehydratase (mtHD)','','',
_5.1.7_,'Lipid metabolism.fatty acid synthesis.fatty acid chain termination','','',
_5.1.7.1_,'Lipid metabolism.fatty acid synthesis.fatty acid chain termination.oleoyl-ACP thioesterase','','',
_5.1.7.2_,'Lipid metabolism.fatty acid synthesis.fatty acid chain termination.palmitoyl-ACP thioesterase','','',
_5.1.8_,'Lipid metabolism.fatty acid synthesis.stearoyl-ACP desaturase','eucgr.l00008.1.p','Lipid metabolism.fatty acid synthesis.stearoyl-ACP desaturase (original description: none)',T
_5.1.9_,'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation','','',
_5.1.9.1_,'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.delta-7/delta-9 fatty acid desaturase','','',
_5.1.9.2_,'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.omega-3/omega-6 fatty acid desaturase','eucgr.j00200.1.p','Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.omega-3/omega-6 fatty acid desaturase (original description: none)',T
_5.1.9.3_,'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.delta 3-trans-hexadecenoic acid phosphatidylglycerol desaturase','','',
_5.1.9.4_,'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation','','',
_5.1.9.4.1_,'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation.fatty acid elongation complex','','',
_5.1.9.4.1.1_,'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation.fatty acid elongation complex.KCS 3-ketoacyl-CoA synthase','','',
_5.1.9.4.1.2_,'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation.fatty acid elongation complex.KCR 3-ketoacyl-CoA reductase','eucgr.b03234.1.p','Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation.fatty acid elongation complex.KCR 3-ketoacyl-CoA reductase (original description: none)',T
_5.1.9.4.1.3_,'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation.fatty acid elongation complex.HCD 3-hydroxyacyl-CoA dehydratase','','',
_5.1.9.4.1.4_,'Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation.fatty acid elongation complex.ECR enoyl-CoA reductase','eucgr.g02931.1.p','Lipid metabolism.fatty acid synthesis.fatty acid desaturation and elongation.fatty acid elongation.fatty acid elongation complex.ECR enoyl-CoA reductase (original description: none)',T
